latitude,longitude,place_id,street,city,state,zip,phone,store_id
41.3210241,-75.7926957,ChIJ703CHiUfxYkRQwYQyHYBmP4,351 Kennedy Blvd,Pittston,PA,18640,570-883-7846,# 2729
41.2417701,-75.9427405,ChIJ68T_mU0QxYkRcHBrGKvNRKk,125 East Main Street,Plymouth,PA,18651,570-779-5334,# 1585
40.1096601,-75.2727887,ChIJHc1ibT68xokR1nxkaMWRysk,2400 Butler Pike,Plymouth Meeting,PA,19462,610-941-1291,# 10825
40.1052479,-75.2962093,ChIJcSNs6dK9xokR6kysdvHsiFY,2250 Chemical Rd,Plymouth Meeting,PA,19462,,# 16616
41.1174617,-75.380248,ChIJz47T3vPyxIkR9Vmilmf-zu4,"3016 Route 940, Po Box 2320",Pocono Summit,PA,18346,570-839-6670,# 342
40.2361783,-75.6616066,ChIJS-eLKjKGxokRtCnI7lSaOhI,"351 W. Schuylkill Rd., Bldg 4",Pottstown,PA,19465,610-970-7388,# 1048
40.2648046,-75.6267318,ChIJp5EfHYSGxokR3C2OaoMGm0I,"1300 N. Charlotte Street, North End Shopping Center",Pottstown,PA,19464,610-326-6949,# 1307
40.2693779,-75.6569933,ChIJOU2HGfmGxokRgbcqE-WyiGQ,100 Upland Square Dr,Pottstown,PA,19464,,# 17572
40.2444704,-75.6087604,ChIJR_t_1sSFxokROtak-SrBNm0,1833 East High Street,Pottstown,PA,19464,610-327-2020,# 305
40.6372705,-76.1827717,EioyMTIgUG90dHN2aWxsZSBTdCwgQ3Jlc3NvbmEsIFBBIDE3OTI5LCBVU0EiMRIvChQKEgkB7GNtMu_FiRF_SNux3FExxBDUASoUChIJsTja9jDvxYkROtqOQomqojY,212 Pottsville St.,Pottsville,PA,17901,570-385-4201,# 1323
40.6868103,-76.1938148,ChIJrWbrG6fuxYkRTAlPoaYciT4,28 North Claude A Lord Blvd,Pottsville,PA,17901,570-429-0215,# 1324
39.8838635,-75.3036357,ChIJKYu6reXCxokRxbHuvQm3Mmo,702 Chester Pike,Prospect Park,PA,19076,610-237-3851,# 2552
40.4167492,-75.3429032,ChIJT4ECv_0hxIkRCnhdUBmsqig,1101 Southwest End Blvd.,Quakertown,PA,18951,215-536-0414,# 1315
40.45863,-75.373127,ChIJfYx7HVsixIkRqoepNaAkaM8,610 N West End Blvd,Quakertown,PA,18951,,# 17321
40.3280691,-75.8927433,ChIJ_T6e9AN6xokR5vS-HdAAuN8,2239 Perkiomen Ave.,Reading,PA,19606,610-779-7939,# 10045
40.3857583,-75.9284509,ChIJHWqYZqN3xokRGY68Jd4lOVQ,3498 N. 5th Street Hwy.,Reading,PA,19605,610-929-9864,# 1321
40.3087958,-75.8593868,ChIJh5lbATZ6xokRukS2EykN828,4599 Perkiomen Ave,Reading,PA,19606,,# 17557
40.3127692,-75.9485547,ChIJD6Pkrx1xxokRzqHQRcf90as,1303 Lancaster Ave.,Reading,PA,19607,610-796-3103,# 3242
40.3347797,-75.9260931,ChIJYzQqAstwxokR8Ag9iBCB-Lc,544 Penn St.,Reading,PA,19602,610-376-3438,# 4064
40.3656331,-75.9148404,ChIJWdxy1nF3xokRonb4Se_NESM,2001 North 11th Street,Reading,PA,19604,610-921-1200,# 5734
39.9169927,-76.6288614,ChIJ52AzJT2GyIkRXceHCdkVpl8,723 Lombard Road,Red-Lion,PA,17356,717-244-4501,# 7275
40.2164934,-75.0115525,ChIJgRHP4YCsxokRRdgpqlv1G2M,1034 Second Street Pike,Richboro,PA,18954,215-322-4060,# 813
40.0543949,-80.0035456,EhtVUy00MCwgQ2VudGVydmlsbGUsIFBBLCBVU0EiLiosChQKEgkFxzNhtI3ChxH3VJL6rxCp2BIUChIJ-2-tu-MFNYgRQ_zYHN3XWOc,"Us Hwy 40 / Po Box 496, East",Richeyville,PA,15358,724-632-6555,# 3971
39.8777464,-75.3165741,ChIJH3qtF8DCxokRJ3hXk8epWqs,410 East Chester Pike,Ridley-Park,PA,19078,610-532-2400,# 766
40.1972558,-75.535176,ChIJZTjpyOSPxokRnSBCXtgbINU,342 N. Lewis Rd.,Royersford,PA,19468,610-792-1901,# 2730
41.9924302,-76.5285825,ChIJm-ULAOEL0IkRVXR6zQlZpjs,430 Keystone Ave,Sayre,PA,18840,570-888-7763,# 1091
40.6551125,-75.5996225,ChIJ7cxbnYo2xIkRcxMluLxF5vA,3943 Route 309,Schnecksville,PA,18078,610-799-6402,# 2507
40.2339909,-75.4013756,ChIJjUNd7giZxokRhuUn47b0pi8,4290 Township Line Rd.,Schwenksville,PA,19473,610-222-2563,# 2350
41.4319233,-75.6588568,ChIJbV-sXyLZxIkRJNDeXs0DX70,110 Green Ridge Street,Scranton,PA,18509,570-344-7400,# 1593
41.3969584,-75.6489025,ChIJ2zwHRsHexIkR_JLPMcz2N8o,1101 Moosic St.,Scranton,PA,18505,570-347-6991,# 1611
41.3783107,-75.6932768,ChIJafGR05_fxIkRVPDNItcLtp4,509 Davis Street,Scranton,PA,18505,570-341-3790,# 6790
39.9180789,-75.3025422,Ei05MjcgUHJvdmlkZW5jZSBSZCAjOTI3LCBTZWNhbmUsIFBBIDE5MDE4LCBVU0EiHxodChYKFAoSCSMGKjg2wsaJEVKquFvP2BBiEgM5Mjc,"927 Providence Road, 927 Providence Road",Secane,PA,19018,610-284-3270,# 1046
40.8113431,-76.8569162,ChIJ3ZW-kqY_z4kRBkzsIv3K74Y,1000 North Market Street,Selinsgrove,PA,17870,570-374-2764,# 1577
40.8423928,-76.8379544,ChIJbQ-7QVk_z4kRPkw3BOLSlNw,501 Market Place Blvd,Selinsgrove,PA,17870,,# 17495
40.7907799,-76.5570645,ChIJCSQ-pN1dz4kRaAAoyR3vl4w,12 West Independence Street,Shamokin,PA,17872,570-648-6441,# 1894
39.9124399,-75.2686418,ChIJt-piK5XDxokRFaT6tegENTI,702 Chester Pike,Sharon Hill,PA,19079,610-586-1294,# 2514
41.1532137,-76.1497968,ChIJ-wH023N0xYkR2brmv-Ckza8,1 North Main Street,Shickshinny,PA,18655,570-542-4250,# 1583
40.0584884,-77.5085953,ChIJkVljYWcMyYkRHTQ0XJgDODM,701 E. King St.,Shippensburg,PA,17257,717-530-1401,# 5726
40.5064737,-75.9667346,ChIJ6a77fd7bxYkRvC7NvoKB8QA,1054 Shoemaker Avenue,Shoemakersville,PA,19555,610-562-2454,# 1319
39.7530729,-76.6779971,ChIJo31Td_BkyIkRfU0ESOH2ezg,606 South Main St.,Shrewsbury,PA,17361,717-235-4618,# 5723
40.3209963,-76.01063,ChIJBdkGosZzxokRB5HEq_wp0YM,3100 Shillington Rd,Sinking Spring,PA,19608,610-678-9054,# 1923
40.007906,-79.0747887,ChIJ3x-vkE_cyokR7TJ7l7mAcsE,110 South Pleasant Avenue,Somerset,PA,15501,814-443-1634,# 5720
40.3113921,-75.3548363,ChIJnSdoEZufxokR6s_GH2hEYsY,409 Harleysville Pike,Souderton,PA,18964,215-721-1050,# 2479
40.3155425,-75.3113806,ChIJhyrU3EOgxokRdkrriesylDk,700 Rte 113,Souderton,PA,18964,215-799-2341,# 2879
41.2316732,-77.0012965,ChIJJ19rcSWmz4kR72jyHyg1lr0,518 Southern Avenue,South Williamsport,PA,17702,570-323-6090,# 1613
40.1823143,-75.5661059,ChIJ0UHFmqWPxokRyQpWYSuupFA,3425 Schuylkill Rd.,Spring City,PA,19475,610-792-2061,# 4772
39.9147751,-75.3336111,ChIJJwp1a3HCxokRazvjKmU_yi0,857 Baltimore Pike,Springfield,PA,19064,,# 16500
39.9152213,-75.3500623,ChIJWUIx_9rpxokRZFchAjf_o24,1200 Baltimore Pike,Springfield,PA,19064,,# 17379
39.9164874,-75.3325634,ChIJW3oPzXPCxokRDJEtO28h6zE,795 Baltimore Pike,Springfield,PA,19064,610-690-5100,# 2582
39.9220633,-75.3204794,ChIJN0oArBXCxokRnxJz1nuU6ak,"334 Baltimore Pike, The Sparns Center",Springfield,PA,19064,610-543-1765,# 722
40.1871332,-75.2288085,ChIJqwhkQL6kxokRixaun0AhtyI,901 Sumneytown Pike,Spring House,PA,19477,215-646-5089,# 10493
40.8131335,-77.9069252,ChIJCd3GweenzokR2nO-jrEZBlM,315 Colonnade Blvd,State College,PA,16803,,# 16632
40.784647,-77.8358794,ChIJd4ooJU2vzokRPv7rJkSWgWs,1630 South Atherton St.,State College,PA,16801,814-237-1479,# 1688
40.7924987,-77.8619075,ChIJ0UOd-piozokRx05FK9JlwkE,201 West Beaver Ave.,State College,PA,16801,,# 17689
40.8016834,-77.879468,ChIJd6ylhiqmzokRdyu4z9PpX1k,1101 N Atherton St,State College,PA,16803,814-234-4761,# 1916
40.7939559,-77.8617846,ChIJG5Mh0JiozokRhcAql0KtuLk,116 West College Ave,State College,PA,16801,814-238-6797,# 5459
40.9886409,-75.2183243,ChIJXQz187uJxIkRXXy-QkISdHc,1111 North 9th St.,Stroudsburg,PA,18360,570-421-2703,# 1312
40.9970232,-75.2451005,ChIJJcaczIeJxIkRvnix0wPLmys,155 Pocono Commons,Stroudsburg,PA,18360,,# 16608
40.8663511,-76.7890572,ChIJO268r_Fqz4kRIvENFZd3gNk,405 N. Fourth St.,Sunbury,PA,17801,570-286-0739,# 1592
41.9463375,-75.6050321,ChIJ2T2mXw4i24kRFdWLPPpOiy4,177 Erie Boulevard,Susquehanna,PA,18847,570-853-0901,# 11422
39.8882337,-75.3546541,ChIJofeEnjzoxokRNT23hzzXpvE,755 S. Chester Rd.,Swarthmore,PA,19081,610-328-9160,# 743
40.4216558,-79.8892255,ChIJJx-i8G7uNIgRfC1XG24ZzP0,7406 Church Street,Swissvale,PA,15218,412-271-6733,# 4091
41.039738,-75.3058098,EjFQQS02MTEgJiBPbGQgTWlsbCBSZCwgVGFubmVyc3ZpbGxlLCBQQSAxODM3MiwgVVNBImYiZAoUChIJ08RD53GLxIkRVWBHluKQSBwSFAoSCdPEQ-dxi8SJEVVgR5bikEgcGhQKEgn1dB8V2xbEiRFShxB8z3-s0BoUChIJ3wPwG22LxIkRHDaNfu_p9fEiCg3EKnYYFc4-HdM,"413 Rr 1, Rte 611, Route 611 And Old Mill Road",Tannersville,PA,18372,570-629-8554,# 1942
40.397834,-75.929449,ChIJiWjkUMd3xokRiiZxDtIC938,4220 N 5th Street Hwy,Temple,PA,19560,,# 17370
39.9935833,-75.7639578,ChIJ443-BCtZxokRQGy9YwD601M,3015 E. Lincoln Highway,Thorndale,PA,19372,610-380-7180,# 7132
41.6274431,-79.672725,ChIJ78k2qDjDMogRn-eaZKxnV9I,110 East Central Avenue,Titusville,PA,16354,814-827-4631,# 5097
41.7838924,-76.4497576,ChIJFXzzOYeq2okRx9yf2Eg3NUM,110 Reuter Blvd,Towanda,PA,18848,570-268-0269,# 2565
41.5372785,-75.9465784,ChIJgYoe94cwxYkRBWJBLC3gZtE,50 Bridgest.,Tunkhannock,PA,18657,570-836-6777,# 1617
40.4062035,-79.8232635,ChIJte6sYzbpNIgRMrQrDESUnU0,237 Monroeville Ave,Turtle Creek,PA,15145,412-824-5137,# 7612
39.9078527,-79.7587381,ChIJ4RImFpcVNYgRHOF5kOrDMr0,120 Matthew Dr,Uniontown,PA,15401,,# 17264
39.9024284,-79.7272804,ChIJ0wyRajA-NYgRFgT-_zlUlOU,25 Pittsburgh St.,Uniontown,PA,15401,724-438-5443,# 4256
40.1996518,-75.0706055,ChIJRXxA6ZquxokR7wR_stoGgRQ,30000 Ann's Choice Way,Warminster,PA,18974,215-347-2097,# 48564
40.2033037,-75.0938003,Eio0NDUgVyBTdHJlZXQgUmQsIFdhcm1pbnN0ZXIsIFBBIDE4OTc0LCBVU0EiMRIvChQKEgkvuvCp767GiRHFwHkAweGPFRC9AyoUChIJPxW34oyuxokR0J-HEbR7obQ,445 West Street Rd.,Warminster,PA,18974,215-674-2297,# 5914
40.1902824,-75.1022679,ChIJ4x4U2VWuxokRMyJOJuDfIKA,7 York Road,Warminster,PA,18974,215-443-8113,# 658
41.8442561,-79.1444386,ChIJDQlS8PlEzYkRJHai02XRCc8,"100 Market St.,",Warren,PA,16365,814-726-1914,# 5093
40.2237688,-75.1364781,ChIJl2KshUavxokR0ofujvWLMTc,401 Easton Rd,Warrington,PA,18976,,# 16554
40.1713383,-80.2500755,ChIJOcr_v7ytNYgRFNEewws3zhM,175 W. Beau Street,Washington,PA,15301,724-222-0470,# 4245
40.0466087,-75.4052457,ChIJ2_4n_cOUxokRcmcP7c_u3Nk,629 West Lancaster Ave,Wayne,PA,19087,610-688-8583,# 10896
40.0431453,-75.3797926,ChIJt8qimiOVxokROzwr3l2wg9M,316 East Lancaster Avenue,Wayne,PA,19087,610-688-8852,# 370
39.7517896,-77.5715243,ChIJoYLIiS-WyYkRnkegtCQvLp4,406 E. Main St.,Waynesboro,PA,17268,717-762-1126,# 1642
39.8951453,-80.1631203,ChIJT1_nb96hNYgRRuWwhJT5Y-Y,3161 Mt. Morris Rd.,Waynesburg,PA,15370,724-627-8108,# 5700
41.750172,-77.2979109,ChIJCbYwNaMuzokRS15YC9dnmAw,9 Main St.,Wellsboro,PA,16901,570-724-4303,# 5011
39.9673868,-75.5772482,ChIJV4z-1H7xxokRxmFZ8afTg28,1040 West Chester Pike,West Chester,PA,19382,610-344-7469,# 10371
39.9638072,-75.6285374,ChIJcw3nM7H2xokRs0Cjx4s2s9k,760 Miles Rd.,West Chester,PA,19380,610-429-3477,# 1159
39.9019739,-75.5633771,ChIJSzaGcGXwxokREWTyIjg8zd0,1351 Wilmington Pike,West Chester,PA,19382,610-399-3961,# 2513
39.9189631,-75.5770208,ChIJ4TxhVvbwxokRuCBr27TLoJI,1200 Wilmington Pike,West Chester,PA,19382,610-399-3605,# 276
40.0105637,-75.616717,ChIJ-3WI7YbzxokRdOlIl6jJ6IE,1450 Pottstown Pike,West Chester,PA,19380,610-692-6393,# 3875
39.9901211,-75.5510966,ChIJfbGYH0DyxokRqb-MB3XEshA,1501 Paoli Pike,West Chester,PA,19380,610-692-6105,# 948
39.8229054,-75.8715957,ChIJq7P6WUFSxokRYLgLZvGMA7k,857 W Baltimore Pike,West Grove,PA,19390,610-869-5501,# 2784
40.6213692,-80.0537979,EisxMTI0MCBQZXJyeSBId3kgIzE5LCBXZXhmb3JkLCBQQSAxNTA5MCwgVVNBIh4aHAoWChQKEglFHoFenYk0iBHF2gO32Pmc7RICMTk,"11240 Perry Highway, Route 19",Wexford,PA,15090,724-935-7890,# 2449
40.6418205,-75.4729555,ChIJTT87Uvw4xIkRRn1LZYUIU3w,1225 Third Street,Whitehall,PA,18052,484-488-0001,# 11084
41.2403913,-75.8926525,ChIJtfWFFYQaxYkRJYXvLeybQsM,351 S. Main St.,Wilkes Barre,PA,18701,570-825-3215,# 1591
41.2328481,-75.9198765,ChIJI3ngqmsQxYkRqHB3Z1lA0rY,702 Sans Souci Pkwy.,Wilkes Barre,PA,18706,570-825-9811,# 1614
41.2374674,-75.8448618,ChIJOyh3VgYbxYkR8gr2fZoLl08,3400 Wilkes-barre Township Commons,Wilkes Barre,PA,18702,,# 16966
41.2536897,-77.0439678,ChIJ5d63JMWoz4kRPqVbLPzaqww,1849 Lycoming Creek Road,Williamsport,PA,17701,570-323-1338,# 1598
40.1478306,-75.1289225,Ei0yODcwIE1vcmVsYW5kIFJkLCBXaWxsb3cgR3JvdmUsIFBBIDE5MDkwLCBVU0EiMRIvChQKEgkZh2dRIrDGiRGrSPyPeQjzwhC2FioUChIJm07kyhiwxokRAbhZpZXqCJw,2870 Moreland Road,Willow Grove,PA,19090,215-658-1465,# 2530
40.838467,-75.2960132,ChIJXf82vrRnxIkRfXN4KV-x1SU,855 S. Broadway,Wind Gap,PA,18091,610-863-5341,# 5879
40.3617591,-76.1841139,ChIJ25SVBKsKxokRPEFIh5jppnk,2800 Conrad Weisser Parkway,Womelsdorf,PA,19567,610-589-4417,# 2969
39.8768789,-75.3449528,ChIJcbouJhzoxokRYbixEWwgQ7Y,1306 Macdade Blvd.,Woodlyn,PA,19094,610-521-7011,# 2785
40.075979,-75.154607,ChIJj1e5Kv65xokRSru5ktKu3Es,2450 Shoppers Ln,Wyncote,PA,19095,,# 17555
40.0019361,-75.2771272,ChIJ6W53KpHAxokRRtdkUDHd8Fg,339 E. Lancaster Ave.,Wynnewood,PA,19096,610-649-1391,# 10377
41.3015825,-75.8501977,ChIJn8XHHgsZxYkR1LbanNoTf_8,"1096 Wyoming Ave, Midway S/c",Wyoming,PA,18644,570-693-0280,# 1588
40.3601233,-75.9835145,ChIJNdhPcqN2xokRISHdqheC8nk,2769 Papermill Rd,Wyomissing,PA,19610,,# 16577
40.243135,-74.8384222,ChIJPXpaolBWwYkR9HAb0eoysjM,"16 East Afton Ave., Cramer Center",Yardley,PA,19067,215-321-8355,# 1947
40.2243605,-74.8724533,EjUxNjc1IFlhcmRsZXkgTGFuZ2hvcm5lIFJkLCBNb3JyaXN2aWxsZSwgUEEgMTkwNjcsIFVTQSIxEi8KFAoSCWeLLzeeVsGJEQwFNRcE3uYtEIsNKhQKEglBaeIHm1bBiREW79I1MBNHZA,"1675 Yardley-langhorne Road, Corner Of Mirror Lake",Yardley,PA,19067,215-321-2461,# 2223
40.2325047,-74.8350743,EjAxMDEgT3hmb3JkIFZhbGxleSBSZCwgTW9ycmlzdmlsbGUsIFBBIDE5MDY3LCBVU0EiMBIuChQKEgkHOhds-VbBiREIHG90Q3DnUxBlKhQKEgl1S6Qa-1bBiRHyGO4vA0xfuw,101 Oxford Valley Rd,Yardley,PA,19067,215-321-3303,# 5490
39.9235546,-75.2561551,ChIJgcverPvDxokR3kPzlQKsMx4,101 Chester Avenue,Yeadon,PA,19050,610-461-2171,# 460
39.9845818,-76.7358616,ChIJzUM2simMyIkRUrGi5jVmwrw,1700 North George Street,York,PA,17404,717-848-6212,# 1654
39.9359153,-76.693334,ChIJD8Bk_SWJyIkRqm8aPpFMi3w,2080 S. Queen St.,York,PA,17403,717-845-1633,# 1657
39.9875707,-76.6811317,ChIJKfJPhamPyIkR7sfA9-cjg2A,2610 Pleasant Valley Rd,York,PA,17402,,# 16576
39.9646599,-76.7786566,ChIJRfEFcn2MyIkRia3CxLK07Po,2251 York Crossing Dr,York,PA,17408,,# 16995
39.9604948,-76.660989,ChIJCZ_bqUGPyIkRAQk2VuHTAaA,820 Edgewood Road,York,PA,17402,717-757-6252,# 4215
39.9534439,-76.74781,ChIJWTDJLQiMyIkR5lTzAZxE1h0,165 South Richland Avenue,York,PA,17404,717-843-4730,# 7677
40.2762234,-75.4798954,ChIJ9R_c84GbxokR9DNwid7ypkg,1206 N. Gravel Pike,Zieglersville,PA,19492,610-287-1032,# 7259
